isbn,book_title,book_author,year_of_publication,publisher
0140126864,The Bellarosa Connection,Saul Bellow,1989,Penguin USA
0140126872,Good and Dead (Penguin Crime Monthly),Jane Langton,1991,Penguin Books
0140126880,The Judas Pair,Jonathan Gash,1997,Penguin USA
0140126953,Rumpole's Last Case,John Mortimer,1994,Penguin Books
0140127003,"Time Out Film Guide (\Time Out\"" Guides)""",Tom Milne,1990,Penguin USA
0140127089,The green consumer,John Elkington,1990,Penguin Books
0140127097,Gathering Home (Contemporary American Fiction),Vicki Covington,1990,Penguin USA
0140127127,The Silence in the Garden (King Penguin),William Trevor,1989,Penguin USA
0140127232,That long silence,Shashi Deshpande,1989,Penguin Books
0140127291,Deadwood,Pete Dexter,1989,Penguin Books
0140127461,Bitter Herbs: A Little Chronicle/the Vivid Memories of a Fugitive Jewish Girl in Nazi-Occupied Holland (Penguin International Writers S.),Marga Minco,1991,Penguin USA
0140127615,Paco's Story (Contemporary American Fiction),Larry Heinemann,1989,Penguin Books
0140127720,Staying on Top When Your World Turns Upside Down: How to Triumph over Trauma and Adversity,Kathryn D. Cramer,1991,Penguin USA
0140127739,Lost in Translation: A Life in a New Language,Eva Hoffman,1990,Penguin Books
0140127836,Spells of Enchantment: The Wondrous Fairy Tales of Western Culture,Jack Zipes,1992,Penguin Books
0140127844,Return to Sender (Penguin Crime Fiction),Dick Cluster,1989,Penguin USA
0140127852,Awkward Lie (Classic Crime S.),Michael Innes,1991,Penguin USA
0140127925,One Up on Wall Street: How to Use What You Already Know to Make Money in the Market,Peter Lynch,1990,Penguin Books
0140128077,"Swimming Lessons, and Other Stories from Firozsha Baag (King Penguin)",Rohinton Mistry,1990,Penguin USA
0140128107,The Courage of Their Convictions: Sixteen Americans Who Fought Their Way to the Supreme Court,Peter H. Irons,1990,Penguin Books
0140128190,Getting It Right,Elizabeth Jane Howard,1989,Penguin USA
0140128220,Stone Alone,Bill Wyman,1991,Penguin Books Ltd
0140128379,"\The Bloody Chamber and Other Stories""",Angela Carter,1990,Penguin Books Ltd
0140128506,The Magic Lantern,Ingmar Bergman,1994,Penguin Books Ltd
0140128514,The Cloning of Joanna May,Fay Weldon,1991,Penguin USA
0140128549,Hence (Contemporary American Fiction),Brad Leithauser,1990,Penguin USA
0140128611,"The War Diaries of \Weary\"" Dunlop (A Penguin Original)""",E.E. Dunlop,1991,Penguin Books Ltd
0140128638,Granta 29 : New World (1st of 4 by Jonathan Raban),Bill Buford,1989,Penguin USA
0140128719,Summer's Lease,John Mortimer,1989,Penguin Books Ltd
0140128743,The Shortest Way to Hades,Sarah Caudwell,1986,Select Penguin (Mm)
0140128921,All but the Waltz: A Memoir of Five Generations in the Life of a Montana Family,Mary Clearman Blew,1992,Penguin Books
014012893X,Restoration,Rose Tremain,1991,Penguin Books
0140128972,The Last Cowboy,Jane Kramer,1991,Penguin USA
0140129006,Christmas at Fairacre,Miss Read,1999,Penguin Uk
0140129189,Lake Wobegon Days,Garrison Keillor,1986,Penguin Books
0140129197,A Comedy of Terrors,Michael Innes,1987,Penguin USA
0140129847,What's Free and Cheap in New York,Vincent Frontero,1991,Penguin USA
0140129863,"Native American Testimony: A Chronicle of Indian-White Relations from Prophecy to Present, 1492-1992",Peter Nabokov,1992,Penguin Books
0140129871,The Heart of the Order (Penguin Sports Library),Thomas Boswell,1990,Penguin Books
014012991X,Tales of a Shaman's Apprentice: An Ethnobotanist Searches for New Medicines in the Amazon Rain Forest,Mark J. Plotkin,1994,Penguin Books
0140129928,Love and Anger: The Parental Dilemma,Nancy Samalin,1995,Penguin Books
0140130101,Tigana,Guy Gavriel Kay,1991,Penguin Books Ltd
0140130187,Souls &amp; Bodies (King Penguin),David Lodge,1989,Penguin Books
0140130209,The Whiteness of Bones (Contemporary American Fiction),Susanna Moore,1990,Penguin Books
0140130233,Indian Country (It Happened in),Peter Matthiessen,1992,Penguin Books
0140130470,Fearful Symmetry: Is God a Geometer? (Penguin Science),Ian Stewart,1993,Penguin USA
0140130519,The country without music,Nicholas P Hasluck,1991,Penguin Books
0140130543,Out Here: A Newcomer's Notes from the Great Northwest,Andrew Ward,1992,Penguin USA
0140131167,Rumpole and the Age of Miracles,John Mortimer,1989,Penguin Books
0140131175,The History of Tom Jones,Henry Fielding,1989,Penguin USA
0140131183,Puffball (King Penguin),Fay Weldon,1990,Penguin USA
0140131205,The Right Place at the Right Time,Robert MacNeil,1990,Penguin USA
0140131221,Miles from Nowhere: In Search of the American Frontier,Dayton Duncan,1994,Penguin Books
014013140X,Ki Te Ao: New Stories,Apirana Taylor,1991,Penguin USA
0140131558,"The New York Trilogy: City of Glass, Ghosts, the Locked Room (Contemporary American Fiction Series)",Paul Auster,1994,Penguin Books
0140131566,We Are Still Married: Stories and Letters,Garrison Keillor,1990,Penguin Books
0140131604,Leaving Home,Garrison Keillor,1992,Penguin Books
0140131612,Lake Wobegon Days (Wisconsin),Garrison Keillor,1995,Penguin Books
0140131639,My Friend Matt and Hena the Whore,Adam Zameenzad,1993,Penguin USA
0140131671,East Is East (Contemporary American Fiction),T. Coraghessan Boyle,1991,Penguin Books
014013168X,The Buddha of Suburbia,Hanif Kureishi,1991,Penguin Books
0140131701,Great Plains,Ian Frazier,1990,Penguin Books
0140131736,Smart for Life: How to Improve Your Brain Power at Any Age,Michael D. Chafetz,1992,Penguin USA
0140131825,Happy to Be Here,Garrison Keillor,1990,Penguin Books
0140131914,The New Spaniards (Penguin Politics and Current Affairs),John Hooper,1995,Penguin Books
0140131965,"The Ice-Shirt (A Book of North American Landscape, Vol 1)",William T. Vollmann,1993,Penguin Books
0140132155,Lewis Percy,Anita Brookner,0,Penguin Putnam~trade
0140132317,How to Watch TV News,Neil Postman,1992,Penguin Books
0140132465,Reports From the Holocaust,Larry Kramer,0,Penguin Putnam~trade
0140132503,"Modern Ireland, 1600-1972",R.F. Foster,1990,Penguin Books
0140132619,Rumpole a La Carte,John Mortimer,1991,Penguin Books Ltd
0140132708,Midnight's Children,Salman Rushdie,1995,Penguin Books
014013283X,Double Wedding Ring,Patricia Wendorf,1990,Penguin Books Ltd
0140132902,Caedmon's Song,Peter Robinson,1992,Penguin Books Ltd
0140133038,Language and Social Context: Selected Readings,Pier Paolo Giglioli,1990,Penguin USA
0140133216,Body Guard,Rex Burns,1993,Penguin USA
0140133259,With Justice for None: Destroying an American Myth,Gerry Spence,1990,Penguin Books
0140133399,The New Penguin French Reader,Simon Lee,1993,Penguin USA
0140133445,The Waiting Room (Contemporary American Fiction),Mary Morris,1990,Penguin USA
0140133453,Everyday Parenting: The First Five Years,Robin Goldstein,1990,Penguin Books
0140133488,Crossing to Safety,Wallace Earle Stegner,1991,Penguin Books
0140133496,Graves in Academe,Susan Kenney,1986,Select Penguin (Mm)
0140133755,Newlands,Gary Langford,1990,Penguin Books
0140133879,Law Machine,Marcel Berlins,1990,Penguin Books Ltd
0140133933,Natural Enemy: A Homer Kelly Mystery,Jane Langton,1987,Penguin USA
0140133968,Nice Work (King Penguin),David Lodge,1990,Penguin Books
0140134042,A Visit to Yazoo (Contemporary American Fiction),Charles Neider,1991,Penguin USA
0140134077,Bedrock,Lisa Alther,1991,Penguin Books Ltd
0140134212,House of glass: A novel (Penguin international writers),Pramoedya Ananta Toer,1992,Penguin Books
0140134298,Swann,Carol Shields,1990,Penguin Books
014013431X,Granta 31: The General,Isabel Hilton,1990,Penguin USA
0140134352,Scarred,Monica Dickens,1992,Penguin Books
0140134360,A Sensible Life,Mary Wesley,1991,Penguin Books
0140134417,Ancient Slavery and Modern Ideology (Penguin History),M.I. Finley,1983,Penguin USA
0140134506,The Minus Man,Lew McCreary,1994,Penguin USA
0140134514,A Box of Rain,Robert Hunter,1993,Penguin Books
0140134603,The Penguin History of the United States of America (Penguin History),Hugh Brogan,1991,Penguin Books
0140134670,Self and Others,Ronald David Laing,1972,Penguin USA
0140134794,Causing Death and Saving Lives,Jonathan Glover,1990,Penguin USA
0140134832,Buddhism,Christmas Humphreys,1985,Penguin Books
0140135006,Palladio (Architect and Society),James S. Ackerman,1974,Penguin Books
0140135154,Ways of Seeing,John Berger,1995,Penguin Books
0140135189,Know Your Own I.Q,H. J. Eysenck,1990,Penguin USA
0140135219,The Greeks (Penguin History),H. D. F. Kitto,1991,Penguin Books
0140135367,The Nature of Greek Myths,Geoffrey Stephen. Kirk,1991,Penguin USA
0140135375,Divided Self (Penguin Psychology),Ronald David Laing,1991,Penguin Books
0140135405,Facts from Figures (Penguin Press Science S.),M.J. Moroney,1990,Penguin Books Ltd
0140135510,Mathematics: The New Golden Age (Pelican Book),Keith Devlin,1990,Penguin Books
0140135529,Judaism,Isidore Epstein,1959,Penguin USA
0140135588,Ethics: Inventing Right and Wrong,J. L. Mackie,1991,Penguin Books
0140135871,The Ancient Kingdoms of Mexico (Penguin History),Nigel Davies,1984,Penguin Books
0140135995,A Handbook of Living Religions,John R. Hinnells,1991,Penguin Books
0140136010,A Short History of Africa,Roland Oliver,1988,Penguin USA
0140136088,Know Your Own Personality (Penguin Psychology),H.J. Eysenck,1991,Penguin Books Ltd
0140136169,Existentialism (Penguin Philosophy),John MacQuarrie,1973,Penguin USA
0140136258,Russian Thinkers (Penguin Philosophy S.),Isaiah Berlin,1995,Penguin Books
0140136304,The Penguin History of Medieval Europe (Penguin History),Maurice Hugh Keen,1991,Penguin Books
014013638X,Phonetics (Penguin Language and Linguistics),Oconnor,1999,Penguin Uk
0140136495,A History of Scotland (Penguin History),J.D. MacKie,1984,Penguin Books
0140136851,Decline and Fall of the Freudian Empire (Penguin Psychology),H.J. Eysenck,1992,Penguin USA
0140136908,History of Economic Thought (Penguin Economics),William J. Barber,1992,Penguin USA
0140136959,Just Like a Girl: How Girls Learn to Be Women : From the Seventies to the Nineties (Penguin Women's Studies),Sue Sharpe,1999,Penguin Uk
0140137327,World Turned Upside Down: Radical Ideas During the English Revolution (Penguin History),Christopher Hill,1991,Penguin Books
0140137645,Beginnings of English Society (Penguin History of England),D. Whitelock,1952,Penguin USA
0140137661,England in the Late Middle Ages (1307-1536),A. R. Myers,1952,Penguin USA
014013767X,"Tudor England (Pelican History of England, No 5)",Stanley Thomas Bindoff,1995,Penguin USA
0140137688,"Stuart England (Pelican History of England, No 6)",J. P. Kenyon,1986,Penguin (Non-Classics)
0140137696,England in the Eighteenth Century (Penguin History of England),John Harold Plumb,1992,Penguin USA
014013770X,"England in the Nineteenth Century: 1815-1914 (Pelican History of England, Vol 8)",D. Thomson,1951,Penguin USA
0140137777,Conflicts : A Better Way to Resolve Them,Edward De Bono,1990,Intl Center for Creative Thinking
0140137793,Lateral Thinking,Edward de Bono,1970,Intl Center for Creative Thinking
0140137815,Opportunities: A Handbook of Business Opportunity Search,Edward De Bono,1992,Penguin USA
0140137874,The Mechanism of Mind,Edward De Bono,1992,Intl Center for Creative Thinking
0140137947,Freuds Interpretation of Dreams,A. Brill,1992,Penguin USA
014013798X,Case Histories 1 (Freud Library),Sigmund Freud,1990,Penguin Uk
0140138080,"Age of Shakespeare (New Pelican Guide to English Literature, Vol 2)",Boris Ford,1991,Penguin USA
0140138102,Penguin Guide to Literature (Penguin Literary Criticism),Boris Ford,1991,Penguin Books Ltd
0140138455,Travels With Dr. Death and Other Unusual Investigations,Ron Rosenbaum,1991,Penguin USA
0140138609,Granta 34: Death of a Harvard Man (Granta (Viking)),Bill Buford,1990,Penguin Books
0140138854,Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,1990,Penguin USA
0140138870,The Dante Game: A Homer Kelly Mystery (Homer Kelly Mystery Series),Jane Langton,1992,Penguin Books
0140138986,Very Old Bones (Contemporary American Fiction),William Kennedy,1993,Penguin Books
0140139125,It Ends With Magic: A Milligan Family Story,Spike Milligan,1999,"Penguin Books, Limited (UK)"
0140139168,The Penguin Best Australian Short Stories (A Penguin Original),Mary Lord,1992,Penguin Books Ltd
0140139397,The Big Rock Candy Mountain (Contemporary American Fiction),Wallace Stegner,1995,Penguin Books
0140139400,The Spectator Bird (Contemporary American Fiction),Wallace Stegner,1990,Penguin Books
0140139419,Joe Hill: A Biographical Novel,Wallace Stegner,1990,Penguin Books
0140139427,Think on Death: A Hudson Valley Mystery (Ziza Todd Mystery Series),David Willis McCullough,1992,Penguin USA
0140139591,Age of Iron,J.M. Coetzee,1991,Penguin Books Ltd
0140139656,Head First: The Biology of Hope and the Healing Power of the Human Spirit,Norman Cousins,1990,Penguin Books
0140139958,A German Requiem,Philip Kerr,1992,Penguin Books Ltd
0140139966,How Buildings Learn: What Happens After They're Built,Stewart Brand,1995,Penguin Books
0140139974,Sailor Song,Ken Kesey,1993,Penguin Books
0140140328,The Granta Book of the American Short Story,Richard Ford,1993,Penguin USA
0140140352,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Putnam~trade
0140140360,"Imaginary Homelands: Essays and Criticism, 1981-1991",Salman Rushdie,1992,Penguin Books
014014059X,Granta 43: Best of Young British Novelists 2 (Granta (Viking)),Bill Buford,1993,Penguin Books
014014062X,Granta: The Last Place on Earth (Granta: The Magazine of New Writing),Granta,1999,Granta Books
014014062x,Granta: The Last Place on Earth (Granta: The Magazine of New Writing),Granta,1999,Granta Books
0140140662,Crime (Granta: The Magazine of New Writing),Bill Buford,1994,Penguin Books / Granta
0140140670,"Granta 46: Crime (Granta, No 46)",Bill Buford,1994,Penguin Books
0140140700,Wrongful Deaths,William Wharton,1995,Penguin Books / Granta
0140140751,The Road to Wellville,T.Coraghessan Boyle,1995,Penguin Books Australia Ltd.
0140140859,Granta 49: Money (Granta (Viking)),Bill Buford,1994,Penguin Books
0140140875,Africa (Granta: The Magazine of New Writing),Bill Buford,1994,Penguin Books / Granta
0140141081,Granta 51: Big Men (Granta (Viking)),Bill Buford,1995,Penguin Books
014014109X,Fifty (Granta: The Magazine of New Writing),Bill Buford,1995,Penguin Putnam~trade
0140141138,Granta 52: Food : The Vital Stuff,Granta,1995,Penguin Books
0140141332,Granta 53: News (Granta (Viking)),Jack Ian,1996,Viking Penguin Inc
0140141359,Granta 54: The Best of Young American Novelists (Granta (Viking)),Ian Jack,1996,Penguin Books
0140141413,Granta 55: Children (Granta (Viking)),Ian Jack,1996,Penguin Books
0140141472,India: Granta 57 (Granta (Viking)),Granta,1997,Penguin Books
0140141480,Granta 58: Ambition (Granta (Viking)),Ian Jack,1997,Penguin Books
0140141499,The Drowning Room,Michael Pye,1997,Penguin Books
0140141510,Granta 59: France the Outsider (Granta (Viking)),Ian Jack,1997,Penguin Books
0140141529,Granta 60: Unbelieveable (Granta (Viking)),Ian Jack,1997,Penguin Books
0140141537,The Sea (Granta (Viking)),Ian Jack,1998,Penguin Books
0140141545,What Young Men Do: Granta 62 Summer 1998 (Granta (Viking)),Granta,1998,Penguin Books
0140141553,Granta 63: Beasts (Granta (Viking)),Ian Jack,1998,Penguin Books
0140141561,Granta 64: Russia the Wild East (Granta (Viking)),Ian Jack,1998,Penguin Books
0140141588,"London: The Lives of the City (Granta, 65, Spring 1999)",Ian Robert James Jack,1999,Penguin Books
0140142177,Reef,romesh Gunesekera,0,Penguin Putnam~trade
0140142223,My golden trades,Ivan KlÃ­ma,1992,Granta Books in association with Penguin Books
0140142231,Haroun and the Sea of Stories Edition Uk,Salman Rushdie,1990,Penguin Putnam~trade
014014224X,Imaginary Homelands,Salman Rushdie,1991,Penguin Books / Granta
0140143238,The Marshal's Own Case,Magdalen Nabb,1991,Penguin USA
0140143289,A Place I'Ve Never Been,David Leavitt,1991,Penguin Books Ltd
0140143459,Liar's Poker: Rising Through the Wreckage on Wall Street,Michael Lewis,1990,Penguin Books
0140143491,The Storyteller,Mario Vargas Llosa,1993,Penguin U S A
0140143505,84 Charing Cross Road,Helene Hanff,1990,Penguin Books
0140143572,Family Portraits: Remembrances by Twenty Distinguished Writers,Carolyn Anthony,1991,Penguin USA
0140143599,Cantor's Dilemma,Carl Djerassi,1991,Penguin Books
0140143882,The Last Human (Red Dwarf),Doug Naylor,0,Penguin Books Ltd
0140143955,The Anglo-Saxons (Penguin History),James Campbell,1991,Penguin Books
0140144080,Other Side (Contemporary American Fiction),Mary Gordon,1990,Penguin Books
0140144102,Leader of the Band (King Penguin),Fay Weldon,1990,Penguin USA
0140144188,Journal of a Novel: The East of Eden Letters,John Steinbeck,1990,Penguin Books
0140144196,A Treasury of Yiddish Stories,Irving Howe,1990,Penguin Books
0140144404,Stolen Words: Forays into the Origins and Ravages of Plagiarism,Thomas Mallon,1991,Penguin USA
0140144463,The Cornish Trilogy,Robertson Davies,2005,Penguin Books Ltd
0140144528,Visions of Gerard,Jack Kerouac,1991,Penguin Books
0140144560,In the Spirit of Crazy Horse,Peter Matthiessen,1992,Penguin Books
0140144579,Working Days: The Journals of the Grapes of Wrath 1938-1941,John Steinbeck,1990,Penguin Books
0140144595,I Dreamed of Africa,Kuki Gallmann,1992,Penguin Books
0140144757,Russian Girl,Kingsley Amis,1995,Penguin Putnam~trade
0140144870,Coyotes and Town Dogs: Earth First! and the Environmental Movement,Susan Zakin,1995,Penguin USA
0140144994,The Historical Figure of Jesus,E. P. Sanders,1996,Penguin Books
